CustomerID,Tenure,ContractType,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,NumSupportCalls,SeniorCitizen,Partner,PaperlessBilling,Churn
CUST10570,68,Month-to-Month,Fiber Optic,Credit Card,59.93,3790.93,3,0,No,No,Yes
CUST10571,29,One Year,DSL,Electronic Check,103.46,2972.01,1,1,Yes,No,No
CUST10572,20,One Year,DSL,Electronic Check,73.52,1383.81,0,0,Yes,No,Yes
CUST10573,3,Two Year,Fiber Optic,Credit Card,70.14,207.57,0,0,Yes,No,Yes
CUST10574,0,Month-to-Month,DSL,Bank Transfer,87.52,0.0,0,0,No,Yes,Yes
CUST10575,26,Month-to-Month,Fiber Optic,Bank Transfer,92.32,2284.38,2,0,No,No,Yes
CUST10576,66,One Year,No,Credit Card,84.59,5027.56,2,0,Yes,Yes,No
CUST10577,37,Two Year,DSL,Mailed Check,100.49,3583.2,2,0,No,Yes,No
CUST10578,64,Two Year,Fiber Optic,Bank Transfer,80.22,4676.02,2,0,Yes,No,No
CUST10579,7,Two Year,DSL,Bank Transfer,69.19,459.08,1,0,Yes,Yes,No
CUST10580,6,Two Year,Fiber Optic,Bank Transfer,95.98,533.28,2,1,No,No,No
CUST10581,60,Month-to-Month,Fiber Optic,Mailed Check,62.73,3535.11,2,0,No,Yes,Yes
CUST10582,7,Month-to-Month,Fiber Optic,Bank Transfer,65.83,439.48,1,0,No,Yes,No
CUST10583,3,Month-to-Month,Fiber Optic,Mailed Check,108.04,292.18,2,0,No,No,Yes
CUST10584,29,One Year,No,Bank Transfer,105.55,2841.96,2,0,No,Yes,No
CUST10585,66,Two Year,No,Credit Card,64.8,4272.36,1,0,No,Yes,Yes
CUST10586,49,Month-to-Month,Fiber Optic,Mailed Check,53.66,2381.5,2,0,No,No,Yes
CUST10587,7,One Year,Fiber Optic,Bank Transfer,101.58,662.66,3,0,No,No,Yes
CUST10588,60,Month-to-Month,Fiber Optic,Credit Card,85.01,4754.48,0,1,Yes,No,No
CUST10589,60,Month-to-Month,DSL,Credit Card,72.89,4101.98,0,0,No,Yes,No
CUST10590,57,Month-to-Month,No,Credit Card,56.95,3143.83,1,0,No,No,No
CUST10591,64,Month-to-Month,DSL,Bank Transfer,73.29,4337.71,1,0,No,No,No
CUST10592,17,Two Year,No,Mailed Check,64.46,1036.68,0,0,No,No,No
CUST10593,70,Month-to-Month,DSL,Credit Card,48.39,3267.0,3,0,No,Yes,Yes
CUST10594,23,Two Year,DSL,Bank Transfer,68.23,1462.94,2,0,Yes,Yes,Yes
CUST10595,57,One Year,No,Electronic Check,71.64,4062.56,2,0,Yes,Yes,No
CUST10596,41,Month-to-Month,No,Mailed Check,55.62,2275.78,1,1,Yes,Yes,Yes
CUST10597,56,Month-to-Month,No,Mailed Check,87.6,4473.75,0,0,Yes,Yes,Yes
CUST10598,45,Two Year,No,Credit Card,97.22,4087.83,2,1,No,Yes,No
CUST10599,46,Month-to-Month,Fiber Optic,Electronic Check,89.25,3780.33,2,0,Yes,No,Yes
CUST10600,44,Two Year,DSL,Bank Transfer,58.09,2348.11,4,0,No,Yes,No
CUST10601,56,Month-to-Month,DSL,Bank Transfer,83.9,4459.24,1,0,No,Yes,No
CUST10602,53,One Year,Fiber Optic,Electronic Check,66.95,3393.58,0,0,Yes,Yes,No
CUST10603,9,Two Year,DSL,Bank Transfer,34.11,289.36,1,1,Yes,No,No
CUST10604,59,Month-to-Month,No,Credit Card,81.82,4476.21,2,0,No,Yes,Yes
CUST10605,38,Month-to-Month,DSL,Bank Transfer,68.65,2420.51,4,0,No,Yes,Yes
CUST10606,23,Two Year,DSL,Bank Transfer,120.0,2757.83,0,0,Yes,No,No
CUST10607,37,Month-to-Month,DSL,Mailed Check,101.43,3724.27,1,0,Yes,No,Yes
CUST10608,69,Month-to-Month,DSL,Electronic Check,82.78,5183.99,2,0,No,Yes,No
CUST10609,61,Month-to-Month,DSL,Electronic Check,71.23,4195.8,2,0,No,No,Yes
CUST10610,60,Month-to-Month,Fiber Optic,Mailed Check,69.09,3920.25,3,0,No,No,Yes
CUST10611,33,One Year,DSL,Bank Transfer,39.91,1276.05,0,0,Yes,Yes,No
CUST10612,56,One Year,Fiber Optic,Electronic Check,21.53,1157.09,0,0,Yes,No,No
CUST10613,27,Month-to-Month,No,Credit Card,43.19,1153.22,1,0,Yes,Yes,No
CUST10614,49,Two Year,Fiber Optic,Bank Transfer,63.81,2834.97,3,0,Yes,No,No
CUST10615,46,Month-to-Month,Fiber Optic,Mailed Check,18.0,774.15,1,0,Yes,No,Yes
CUST10616,17,Month-to-Month,Fiber Optic,Credit Card,51.39,872.36,1,0,No,No,Yes
CUST10617,19,One Year,DSL,Electronic Check,58.81,1026.02,1,0,No,No,No
CUST10618,4,Two Year,DSL,Credit Card,59.61,217.63,2,0,No,Yes,No
CUST10619,10,Month-to-Month,No,Mailed Check,48.46,471.47,0,0,Yes,Yes,No
CUST10620,31,Month-to-Month,Fiber Optic,Mailed Check,56.46,1711.31,2,0,No,No,Yes
CUST10621,34,Month-to-Month,DSL,Mailed Check,108.1,3554.95,0,0,Yes,Yes,Yes
CUST10622,11,Two Year,Fiber Optic,Credit Card,81.55,876.97,0,1,No,Yes,No
CUST10623,30,Month-to-Month,No,Mailed Check,50.99,1482.85,1,0,No,No,Yes
CUST10624,43,Month-to-Month,Fiber Optic,Credit Card,63.29,2486.27,2,0,No,Yes,Yes
CUST10625,16,One Year,Fiber Optic,Mailed Check,64.29,988.34,1,1,No,Yes,No
CUST10626,24,Month-to-Month,No,Mailed Check,45.8,1074.67,1,0,Yes,Yes,No
CUST10627,26,Month-to-Month,Fiber Optic,Bank Transfer,45.77,1174.02,2,0,No,Yes,Yes
CUST10628,36,Month-to-Month,Fiber Optic,Bank Transfer,90.26,3004.43,2,0,No,No,Yes
CUST10629,26,Month-to-Month,DSL,Mailed Check,54.51,1293.59,0,0,No,Yes,No
CUST10630,53,Month-to-Month,DSL,Electronic Check,37.63,1950.73,2,1,Yes,Yes,No
CUST10631,23,Two Year,No,Mailed Check,63.92,1360.86,2,0,Yes,No,No
CUST10632,31,One Year,Fiber Optic,Bank Transfer,67.95,1902.53,0,1,No,Yes,No
CUST10633,27,One Year,Fiber Optic,Electronic Check,18.0,477.51,2,0,No,No,No
CUST10634,13,Two Year,Fiber Optic,Electronic Check,63.98,790.65,4,0,Yes,Yes,No
CUST10635,49,Month-to-Month,DSL,Credit Card,86.7,3962.23,2,0,Yes,Yes,No
CUST10636,16,Month-to-Month,No,Electronic Check,76.28,1099.83,0,1,No,Yes,No
CUST10637,21,Two Year,DSL,Mailed Check,120.0,2276.9,1,1,No,No,No
CUST10638,57,Month-to-Month,No,Credit Card,96.28,5374.15,2,0,Yes,No,Yes
CUST10639,68,One Year,Fiber Optic,Mailed Check,101.22,6531.73,2,0,No,Yes,No
CUST10640,48,One Year,DSL,Mailed Check,120.0,5270.24,0,0,No,Yes,No
CUST10641,65,Month-to-Month,DSL,Electronic Check,83.95,5106.7,1,0,Yes,Yes,No
CUST10642,61,Month-to-Month,No,Credit Card,69.08,3862.15,1,0,Yes,Yes,No
CUST10643,34,Month-to-Month,DSL,Bank Transfer,89.34,2768.09,3,1,Yes,Yes,Yes
CUST10644,55,Month-to-Month,DSL,Credit Card,51.02,2603.02,2,0,Yes,No,No
CUST10645,23,Month-to-Month,Fiber Optic,Credit Card,67.69,1486.73,3,0,No,No,Yes
CUST10646,33,Month-to-Month,Fiber Optic,Mailed Check,48.81,1483.48,2,1,Yes,Yes,No
CUST10647,38,One Year,Fiber Optic,Electronic Check,74.95,2661.17,1,0,No,Yes,No
CUST10648,69,Two Year,DSL,Mailed Check,48.7,3184.87,0,0,Yes,Yes,No
CUST10649,61,Two Year,No,Electronic Check,47.83,2748.42,2,0,No,Yes,No
CUST10650,35,Month-to-Month,DSL,Bank Transfer,75.34,2407.13,1,0,No,Yes,No
CUST10651,46,Month-to-Month,DSL,Electronic Check,61.56,2559.59,5,0,No,No,Yes
CUST10652,14,Month-to-Month,DSL,Credit Card,18.0,227.69,1,0,Yes,Yes,Yes
CUST10653,57,Month-to-Month,DSL,Bank Transfer,28.61,1524.8,1,0,No,Yes,No
CUST10654,39,Two Year,DSL,Mailed Check,36.32,1376.65,1,0,Yes,Yes,No
CUST10655,38,Month-to-Month,DSL,Credit Card,42.93,1489.62,1,0,Yes,Yes,Yes
CUST10656,55,Month-to-Month,DSL,Credit Card,75.36,4056.51,4,1,No,No,Yes
CUST10657,45,Two Year,Fiber Optic,Mailed Check,70.47,3080.99,2,0,No,No,No
CUST10658,5,Month-to-Month,No,Electronic Check,91.63,412.52,1,1,No,No,Yes
CUST10659,20,Month-to-Month,DSL,Mailed Check,83.82,1513.24,1,0,Yes,No,Yes
CUST10660,12,Month-to-Month,DSL,Bank Transfer,91.8,1012.92,0,1,Yes,Yes,Yes
CUST10661,52,One Year,No,Credit Card,80.21,3777.24,2,0,No,No,No
CUST10662,2,One Year,No,Mailed Check,70.24,133.9,0,0,No,No,No
CUST10663,14,Month-to-Month,Fiber Optic,Bank Transfer,92.48,1170.38,0,0,No,Yes,Yes
CUST10664,43,Two Year,DSL,Mailed Check,87.99,3708.9,3,1,No,Yes,No
CUST10665,50,Two Year,Fiber Optic,Electronic Check,74.4,3531.38,3,1,Yes,No,No
CUST10666,36,Two Year,DSL,Mailed Check,96.78,3389.3,2,0,Yes,No,No
CUST10667,61,Month-to-Month,DSL,Electronic Check,18.0,1070.63,0,0,No,Yes,No
CUST10668,66,Month-to-Month,Fiber Optic,Mailed Check,57.74,3622.88,0,0,No,No,No
CUST10669,9,Two Year,Fiber Optic,Mailed Check,57.36,512.39,2,0,No,No,No
CUST10670,68,Month-to-Month,Fiber Optic,Mailed Check,93.82,6373.53,0,0,Yes,No,Yes
CUST10671,44,One Year,Fiber Optic,Credit Card,104.28,4294.31,3,0,Yes,Yes,No
CUST10672,45,One Year,DSL,Mailed Check,28.75,1180.66,4,0,Yes,Yes,No
CUST10673,6,Month-to-Month,DSL,Bank Transfer,100.28,563.37,2,1,No,No,Yes
CUST10674,44,One Year,Fiber Optic,Bank Transfer,35.71,1449.21,2,0,Yes,Yes,No
CUST10675,52,Two Year,No,Bank Transfer,36.47,1807.5,2,0,No,Yes,No
CUST10676,41,One Year,DSL,Mailed Check,59.14,2274.02,2,0,Yes,No,No
CUST10677,6,Month-to-Month,Fiber Optic,Credit Card,57.04,324.46,0,0,Yes,Yes,No
CUST10678,37,Two Year,DSL,Electronic Check,26.04,940.66,3,0,No,Yes,No
CUST10679,67,Month-to-Month,DSL,Mailed Check,81.25,5048.55,2,0,Yes,No,Yes
CUST10680,52,One Year,Fiber Optic,Credit Card,81.99,4066.28,2,0,Yes,Yes,Yes
CUST10681,9,Two Year,DSL,Mailed Check,91.35,767.49,0,0,Yes,No,No
CUST10682,69,One Year,Fiber Optic,Bank Transfer,54.16,3656.68,0,0,Yes,Yes,No
CUST10683,69,Month-to-Month,Fiber Optic,Electronic Check,64.01,4257.48,1,0,No,Yes,Yes
CUST10684,12,Month-to-Month,DSL,Bank Transfer,64.24,694.45,2,0,Yes,Yes,Yes
CUST10685,57,Month-to-Month,DSL,Credit Card,107.2,5902.68,0,0,Yes,Yes,No
CUST10686,29,Month-to-Month,DSL,Bank Transfer,18.0,478.68,1,0,No,Yes,No
CUST10687,42,Month-to-Month,No,Bank Transfer,41.08,1677.82,1,0,Yes,No,No
CUST10688,32,One Year,Fiber Optic,Credit Card,65.14,1994.29,1,0,No,No,Yes
CUST10689,56,Month-to-Month,Fiber Optic,Mailed Check,37.86,1993.26,0,0,No,Yes,No
CUST10690,71,One Year,DSL,Mailed Check,58.54,4029.18,1,0,No,Yes,No
CUST10691,57,Two Year,Fiber Optic,Electronic Check,61.85,3474.89,1,0,No,No,No
CUST10692,67,Month-to-Month,DSL,Bank Transfer,48.56,3181.53,2,0,No,Yes,No
CUST10693,68,One Year,Fiber Optic,Bank Transfer,66.61,4323.56,1,0,No,Yes,No
CUST10694,6,One Year,Fiber Optic,Credit Card,80.7,470.77,1,0,Yes,Yes,Yes
CUST10695,18,Month-to-Month,Fiber Optic,Bank Transfer,59.09,1001.28,1,0,No,Yes,Yes
CUST10696,51,Month-to-Month,DSL,Electronic Check,53.67,2679.42,3,0,No,Yes,Yes
CUST10697,42,One Year,DSL,Bank Transfer,60.86,2512.42,3,1,Yes,Yes,No
CUST10698,3,Two Year,DSL,Credit Card,64.81,177.66,0,0,No,No,No
CUST10699,6,One Year,Fiber Optic,Electronic Check,21.49,119.12,1,0,Yes,Yes,No
CUST10700,37,Two Year,No,Mailed Check,76.54,2625.24,2,0,No,Yes,Yes
CUST10701,44,Two Year,DSL,Credit Card,53.72,2166.57,3,0,No,Yes,No
CUST10702,12,Month-to-Month,Fiber Optic,Mailed Check,96.54,1088.11,0,0,Yes,Yes,No
CUST10703,12,One Year,Fiber Optic,Credit Card,79.78,880.1,5,1,Yes,No,Yes
CUST10704,9,Month-to-Month,DSL,Bank Transfer,94.25,813.94,2,0,Yes,No,Yes
CUST10705,40,Two Year,DSL,Bank Transfer,39.72,1446.06,0,0,Yes,No,No
CUST10706,0,Month-to-Month,DSL,Bank Transfer,55.72,0.0,2,1,Yes,Yes,Yes
CUST10707,41,Month-to-Month,Fiber Optic,Bank Transfer,33.94,1345.0,3,0,No,Yes,Yes
CUST10708,34,Two Year,Fiber Optic,Credit Card,47.37,1513.71,1,0,Yes,Yes,No
CUST10709,33,Month-to-Month,Fiber Optic,Credit Card,96.3,2994.05,1,0,Yes,Yes,No
CUST10710,48,One Year,No,Mailed Check,102.19,4806.0,0,0,No,Yes,No
CUST10711,37,Month-to-Month,Fiber Optic,Credit Card,36.3,1341.02,0,1,No,Yes,No
CUST10712,52,Two Year,No,Bank Transfer,53.54,2662.99,2,0,Yes,Yes,No
CUST10713,55,Two Year,Fiber Optic,Bank Transfer,63.1,3150.89,4,1,No,Yes,No
CUST10714,66,Month-to-Month,No,Mailed Check,79.64,4784.7,4,0,Yes,Yes,Yes
CUST10715,57,One Year,No,Mailed Check,21.0,1193.23,2,0,No,Yes,No
CUST10716,37,Month-to-Month,Fiber Optic,Bank Transfer,24.92,892.46,0,0,No,Yes,No
CUST10717,35,One Year,No,Mailed Check,77.24,2636.48,0,0,Yes,No,No
CUST10718,16,One Year,No,Mailed Check,18.0,278.66,0,0,No,Yes,No
CUST10719,43,Two Year,Fiber Optic,Credit Card,53.83,2124.8,1,0,Yes,Yes,No
CUST10720,10,Month-to-Month,Fiber Optic,Mailed Check,69.05,652.41,1,0,Yes,Yes,Yes
CUST10721,67,Month-to-Month,Fiber Optic,Bank Transfer,75.39,4949.14,1,0,No,Yes,No
CUST10722,60,One Year,No,Electronic Check,61.46,3638.32,2,1,Yes,No,No
CUST10723,8,One Year,Fiber Optic,Electronic Check,55.86,412.8,5,0,No,Yes,Yes
CUST10724,56,Month-to-Month,No,Credit Card,86.11,4627.33,2,0,Yes,No,No
CUST10725,8,Month-to-Month,Fiber Optic,Electronic Check,72.13,528.4,0,0,Yes,No,Yes
CUST10726,51,Month-to-Month,No,Credit Card,48.82,2479.43,0,0,Yes,Yes,No
CUST10727,6,Two Year,DSL,Credit Card,65.94,366.05,2,1,Yes,No,No
CUST10728,35,Month-to-Month,Fiber Optic,Mailed Check,74.58,2538.94,1,1,Yes,No,No
CUST10729,47,Month-to-Month,Fiber Optic,Credit Card,107.96,4683.98,1,0,No,No,No
CUST10730,52,Two Year,No,Mailed Check,84.66,4233.29,0,0,No,Yes,No
CUST10731,30,Month-to-Month,No,Credit Card,95.36,2763.32,3,0,Yes,No,Yes
CUST10732,66,One Year,Fiber Optic,Electronic Check,49.73,3061.76,2,0,Yes,Yes,No
CUST10733,55,Month-to-Month,Fiber Optic,Mailed Check,51.9,2802.79,1,0,Yes,Yes,Yes
CUST10734,14,Two Year,DSL,Mailed Check,59.12,818.19,1,0,No,No,No
CUST10735,48,One Year,No,Credit Card,61.41,2904.96,1,1,Yes,Yes,No
CUST10736,52,Two Year,DSL,Electronic Check,39.8,1931.1,2,0,No,Yes,Yes
CUST10737,24,Month-to-Month,Fiber Optic,Credit Card,96.65,2260.3,0,0,Yes,Yes,No
CUST10738,53,Month-to-Month,Fiber Optic,Electronic Check,87.08,4411.93,1,0,No,Yes,No
CUST10739,64,One Year,Fiber Optic,Mailed Check,57.36,3521.49,2,1,Yes,Yes,No
CUST10740,58,Month-to-Month,DSL,Bank Transfer,81.04,4454.69,1,0,No,Yes,Yes
CUST10741,54,Month-to-Month,DSL,Electronic Check,70.57,3658.45,1,0,Yes,Yes,No
CUST10742,45,Month-to-Month,No,Mailed Check,83.0,3412.17,3,0,No,No,Yes
CUST10743,19,Two Year,Fiber Optic,Credit Card,31.39,561.15,4,0,No,Yes,No
CUST10744,57,One Year,DSL,Credit Card,61.36,3209.91,5,0,Yes,No,Yes
CUST10745,26,One Year,Fiber Optic,Electronic Check,63.55,1533.35,4,0,Yes,Yes,Yes
CUST10746,38,One Year,DSL,Bank Transfer,80.59,2795.32,1,0,Yes,No,No
CUST10747,22,Month-to-Month,No,Bank Transfer,49.29,998.98,4,0,Yes,No,No
CUST10748,22,Month-to-Month,DSL,Electronic Check,18.0,387.36,0,0,Yes,No,Yes
CUST10749,11,Month-to-Month,DSL,Bank Transfer,37.96,398.76,5,1,Yes,Yes,Yes
CUST10750,69,One Year,DSL,Bank Transfer,63.47,3951.84,2,0,Yes,Yes,No
CUST10751,10,Month-to-Month,Fiber Optic,Bank Transfer,66.6,651.92,1,0,No,No,No
CUST10752,6,Two Year,Fiber Optic,Mailed Check,107.09,636.72,0,0,No,No,No
CUST10753,67,Two Year,Fiber Optic,Mailed Check,79.57,5267.44,1,0,Yes,Yes,No
CUST10754,39,Month-to-Month,Fiber Optic,Bank Transfer,67.04,2568.29,2,0,No,No,No
CUST10755,31,One Year,DSL,Bank Transfer,64.19,1988.34,2,0,Yes,No,No
CUST10756,53,Month-to-Month,DSL,Electronic Check,92.6,4704.81,4,0,No,Yes,Yes
CUST10757,27,Two Year,DSL,Electronic Check,50.25,1351.67,1,0,No,No,No
CUST10758,9,Two Year,No,Bank Transfer,61.49,550.58,1,0,No,No,No
CUST10759,52,Two Year,DSL,Credit Card,37.77,1829.16,1,0,No,Yes,No
CUST10760,12,Month-to-Month,No,Electronic Check,100.47,1189.18,1,0,No,Yes,Yes
CUST10761,39,Month-to-Month,DSL,Electronic Check,74.81,2857.04,1,0,No,Yes,Yes
CUST10762,68,Month-to-Month,DSL,Credit Card,47.31,3144.95,1,0,No,Yes,No
CUST10763,67,Month-to-Month,DSL,Bank Transfer,62.14,4120.2,1,1,Yes,Yes,No
CUST10764,25,Month-to-Month,DSL,Credit Card,77.74,1823.82,2,0,Yes,No,Yes
CUST10765,56,Month-to-Month,Fiber Optic,Credit Card,58.73,3091.57,1,0,Yes,Yes,No
CUST10766,44,Two Year,Fiber Optic,Credit Card,51.64,2190.37,1,0,Yes,No,No
CUST10767,34,Month-to-Month,DSL,Electronic Check,48.64,1610.4,2,0,Yes,No,Yes
CUST10768,10,Month-to-Month,Fiber Optic,Mailed Check,73.47,725.86,1,1,Yes,No,Yes
CUST10769,27,Two Year,Fiber Optic,Electronic Check,56.05,1494.56,0,0,No,Yes,No
CUST10770,46,One Year,No,Electronic Check,53.66,2399.58,1,0,Yes,Yes,Yes
CUST10771,71,One Year,No,Credit Card,31.6,2233.93,0,0,Yes,No,No
CUST10772,0,One Year,Fiber Optic,Bank Transfer,66.94,0.0,3,0,No,Yes,No
CUST10773,51,Two Year,No,Electronic Check,60.47,3068.65,2,1,Yes,Yes,No
CUST10774,60,One Year,Fiber Optic,Electronic Check,56.96,3097.78,1,1,Yes,Yes,No
CUST10775,68,Month-to-Month,Fiber Optic,Electronic Check,69.97,4546.53,2,0,Yes,Yes,No
CUST10776,30,One Year,Fiber Optic,Mailed Check,83.7,2282.55,1,0,No,No,No
CUST10777,8,Month-to-Month,DSL,Mailed Check,82.54,631.79,0,0,No,Yes,Yes
CUST10778,19,Month-to-Month,Fiber Optic,Mailed Check,78.82,1406.24,1,0,No,Yes,Yes
CUST10779,61,Month-to-Month,No,Credit Card,58.98,3267.36,1,0,Yes,Yes,No
CUST10780,63,Month-to-Month,DSL,Electronic Check,50.83,3089.61,4,1,No,Yes,Yes
CUST10781,45,One Year,No,Bank Transfer,38.9,1703.45,1,0,Yes,Yes,No
CUST10782,8,Month-to-Month,No,Mailed Check,50.17,368.22,1,0,Yes,No,No
CUST10783,8,Month-to-Month,DSL,Mailed Check,65.49,507.91,3,0,No,No,Yes
CUST10784,34,Month-to-Month,Fiber Optic,Credit Card,45.34,1415.01,1,1,No,No,Yes
CUST10785,42,Two Year,No,Credit Card,67.4,2586.61,1,1,No,Yes,No
CUST10786,2,Month-to-Month,No,Electronic Check,40.86,74.75,3,0,No,Yes,Yes
CUST10787,49,One Year,DSL,Mailed Check,23.48,1104.39,1,0,No,Yes,No
CUST10788,39,Two Year,DSL,Electronic Check,85.49,3260.36,0,0,No,No,No
CUST10789,0,Month-to-Month,Fiber Optic,Mailed Check,53.14,0.0,2,0,No,No,Yes
CUST10790,6,One Year,DSL,Bank Transfer,44.07,259.38,2,1,No,No,No
CUST10791,32,Month-to-Month,DSL,Mailed Check,37.65,1155.58,2,1,Yes,Yes,Yes
CUST10792,52,Month-to-Month,DSL,Mailed Check,75.58,3850.5,0,0,No,Yes,Yes
CUST10793,59,One Year,DSL,Mailed Check,99.37,5849.07,2,0,No,No,Yes
CUST10794,31,Two Year,Fiber Optic,Mailed Check,54.92,1598.83,0,0,Yes,Yes,No
CUST10795,21,Month-to-Month,Fiber Optic,Mailed Check,59.61,1145.4,2,1,Yes,No,Yes
CUST10796,69,One Year,Fiber Optic,Mailed Check,91.79,5785.91,2,0,No,No,No
CUST10797,33,Month-to-Month,Fiber Optic,Bank Transfer,19.74,625.2,0,1,No,Yes,No
CUST10798,22,One Year,Fiber Optic,Electronic Check,114.17,2397.98,0,0,Yes,No,Yes
CUST10799,31,One Year,DSL,Electronic Check,120.0,3416.54,3,1,Yes,No,Yes
CUST10800,0,One Year,DSL,Bank Transfer,18.0,0.0,2,0,No,No,Yes
CUST10801,21,One Year,DSL,Bank Transfer,62.56,1308.08,0,0,No,Yes,No
CUST10802,37,Month-to-Month,DSL,Mailed Check,47.03,1610.16,3,0,No,Yes,Yes
CUST10803,66,One Year,DSL,Electronic Check,58.38,3547.49,1,0,No,No,Yes
CUST10804,53,One Year,DSL,Bank Transfer,54.54,2663.39,1,0,No,Yes,No
CUST10805,56,One Year,DSL,Mailed Check,85.29,4483.66,2,1,Yes,Yes,No
CUST10806,39,Month-to-Month,Fiber Optic,Bank Transfer,62.19,2389.81,1,0,No,Yes,Yes
CUST10807,7,Month-to-Month,Fiber Optic,Electronic Check,42.23,283.67,4,1,Yes,Yes,Yes
CUST10808,28,Month-to-Month,No,Electronic Check,60.7,1541.12,3,0,Yes,No,Yes
CUST10809,71,Month-to-Month,Fiber Optic,Bank Transfer,77.87,5237.39,4,0,No,Yes,Yes
CUST10810,3,Month-to-Month,Fiber Optic,Mailed Check,35.41,96.57,0,1,Yes,Yes,Yes
CUST10811,63,Month-to-Month,DSL,Bank Transfer,23.84,1412.74,2,0,Yes,Yes,No
CUST10812,49,One Year,Fiber Optic,Bank Transfer,114.82,5290.59,1,1,No,Yes,No
CUST10813,20,Month-to-Month,DSL,Mailed Check,48.94,944.38,1,1,No,Yes,No
CUST10814,56,Two Year,Fiber Optic,Electronic Check,61.57,3292.58,1,0,Yes,Yes,No
CUST10815,60,Month-to-Month,Fiber Optic,Electronic Check,55.06,3262.22,2,0,Yes,Yes,Yes
CUST10816,3,One Year,Fiber Optic,Credit Card,78.7,212.87,1,0,Yes,Yes,Yes
CUST10817,7,Month-to-Month,DSL,Electronic Check,109.32,747.95,3,0,No,No,Yes
CUST10818,47,Month-to-Month,Fiber Optic,Bank Transfer,79.5,3371.32,0,0,No,Yes,No
CUST10819,71,One Year,No,Credit Card,27.04,1786.27,1,0,No,Yes,Yes
CUST10820,1,Two Year,Fiber Optic,Credit Card,30.4,30.03,1,0,No,Yes,No
CUST10821,47,Month-to-Month,Fiber Optic,Mailed Check,55.03,2506.34,1,0,Yes,No,Yes
CUST10822,9,Month-to-Month,Fiber Optic,Electronic Check,58.29,481.17,1,1,No,Yes,Yes
CUST10823,46,One Year,DSL,Credit Card,21.95,958.28,2,0,No,Yes,No
CUST10824,44,One Year,Fiber Optic,Bank Transfer,85.48,3656.52,1,1,No,No,No
CUST10825,6,Month-to-Month,Fiber Optic,Mailed Check,37.84,225.62,1,0,No,No,Yes
CUST10826,49,Month-to-Month,DSL,Bank Transfer,102.33,4830.81,4,0,Yes,Yes,Yes
CUST10827,64,Month-to-Month,DSL,Electronic Check,110.52,6383.41,0,0,No,No,Yes
CUST10828,62,Two Year,No,Bank Transfer,58.79,3462.62,2,0,No,No,Yes
CUST10829,2,Month-to-Month,Fiber Optic,Bank Transfer,75.97,139.07,3,0,No,Yes,Yes
CUST10830,17,Month-to-Month,Fiber Optic,Mailed Check,34.2,526.04,4,0,No,No,Yes
CUST10831,17,Two Year,Fiber Optic,Mailed Check,80.59,1315.02,2,0,No,Yes,No
CUST10832,32,Month-to-Month,Fiber Optic,Mailed Check,52.55,1644.09,1,0,No,No,Yes
CUST10833,10,Month-to-Month,Fiber Optic,Electronic Check,37.82,341.74,2,0,Yes,No,Yes
CUST10834,61,Month-to-Month,DSL,Electronic Check,57.77,3447.71,1,0,No,No,No
CUST10835,55,Month-to-Month,Fiber Optic,Credit Card,53.36,2848.63,4,0,Yes,Yes,Yes
CUST10836,58,Month-to-Month,Fiber Optic,Mailed Check,56.87,3216.65,2,0,No,No,No
CUST10837,14,Month-to-Month,DSL,Electronic Check,88.74,1148.53,1,0,Yes,Yes,Yes
CUST10838,1,One Year,Fiber Optic,Electronic Check,45.37,42.62,1,1,Yes,Yes,Yes
CUST10839,65,One Year,DSL,Mailed Check,108.38,6424.59,1,1,No,No,No
CUST10840,20,Month-to-Month,Fiber Optic,Credit Card,31.87,588.89,0,0,No,Yes,Yes
CUST10841,47,One Year,Fiber Optic,Mailed Check,105.39,4607.98,2,0,No,No,Yes
CUST10842,65,Month-to-Month,Fiber Optic,Credit Card,39.59,2398.22,3,0,Yes,Yes,No
CUST10843,2,Two Year,Fiber Optic,Mailed Check,64.97,119.22,2,0,Yes,Yes,No
CUST10844,0,Month-to-Month,No,Credit Card,52.75,0.0,2,0,Yes,Yes,Yes
CUST10845,0,One Year,Fiber Optic,Credit Card,56.41,0.0,1,0,No,Yes,No
CUST10846,11,Month-to-Month,Fiber Optic,Electronic Check,85.03,915.12,4,1,Yes,Yes,Yes
CUST10847,3,One Year,Fiber Optic,Electronic Check,102.5,287.34,0,0,Yes,Yes,No
CUST10848,59,Month-to-Month,DSL,Credit Card,94.76,5561.57,0,0,No,No,No
CUST10849,43,One Year,DSL,Credit Card,54.88,2180.24,0,0,No,No,No
CUST10850,70,Month-to-Month,Fiber Optic,Electronic Check,69.61,4583.66,0,1,No,No,Yes
CUST10851,57,Two Year,DSL,Bank Transfer,45.45,2542.34,1,0,No,Yes,No
CUST10852,69,Month-to-Month,Fiber Optic,Credit Card,40.21,2619.92,0,0,Yes,Yes,No
CUST10853,17,One Year,Fiber Optic,Credit Card,36.34,570.5,1,0,No,No,Yes
CUST10854,20,Two Year,Fiber Optic,Mailed Check,54.06,1012.93,0,0,No,Yes,No
CUST10855,61,Two Year,DSL,Credit Card,71.24,4128.67,0,1,No,Yes,No
CUST10856,17,Month-to-Month,No,Bank Transfer,18.0,294.39,1,0,Yes,No,No
